Type of data.;f(vij)obs;prediction_trainig;fref;sIcI;sIcIV;sIIcIV;sIIIcII;sIIIcIII;sIIIcvII;sIVcIV;sVcv;sVIcvI
synthetic;0;training;0.1667;0.02128;0.31229;0.906;0;0.033025641;0.0228;0.57321;0.19375;0.2865
synthetic;1;validation;0.1667;0.315;0.57096;0.43472;0;0.026307692;0.02496;0.6072;0.43537;0.15392
synthetic;0;training;0.0833;0.30609;0.99495;1.462;0;0;0;1.12172;0;0.97252
synthetic;1;training;0.0833;0.0136;1.647;0;0;1.20002426;1.533;1.615;0;0
synthetic;1;training;0.0833;0.43432;1.647;1.06966;0.84688;0;0;1.615;0;0
synthetic;0;validation;0.0833;0.53244;1.647;0.98328;0.964;1.20002426;1.38556;1.615;0;1.49016
synthetic;0;training;0.0833;0.11868;0.91175;1.3554;0;0.410192544;1.533;0.89961;0.16768;0.6931
synthetic;0;training;0.0833;0.427;0.61812;0.38376;0.29835;0.084577948;1.533;0.246;0.23908;0.3159
synthetic;0;training;0.0833;0.829;2.25246;1.2863;0;0;0;1.35564;0.5994;0.1463
synthetic;0;validation;0.0833;0.4175;2.01685;0.86592;0;0.008848281;0.47432;0.57222;0;0.24325
synthetic;1;training;0.0833;0.01782;1.3032;0;0.06432;0;0;1.10656;0;0.46576
synthetic;0;training;0.0833;0.6435;0.9342;0.60795;0.26364;0.035576923;0.03936;0.644;1.08647;0.20592
synthetic;0;training;0.0833;0.14742;0.21509;0;0.1206;0.371726206;1.4744;0.24617;0;0.3068
synthetic;0;validation;0.0833;0.0595;1.33713;0.59319;1.15656;0.09241676;0.24514;1.15935;0;0.20856
synthetic;0;training;0.0833;0.00684;0.79599;0.51339;0.39798;0.245;1.19483;1.0098;0.22272;0.5184
synthetic;0;training;0.0833;0.15946;0;0.52896;0;0;0;0.39501;0.581;0.237
synthetic;0;training;0.0833;0.0118;0.30772;1.01594;0;0.054454357;0.28251;0.27716;0.25976;0.27824
synthetic;0;validation;0.0833;0.35224;0.90584;0.45792;0;0.080230769;0;0.46683;0.35712;0.23864
synthetic;0;training;0.0833;0.56672;1.03584;1.09872;0.964;1.20002426;0.6593;0.82225;0.18634;1.49734
synthetic;0;training;0.0833;0.30132;1.1795;0.49856;0.25088;0.024449739;0.26741;0.5808;0.481;0.28564
synthetic;0;training;0.0833;0.42401;0.75816;0.46208;0.28448;0.021403846;0.99495;0.5874;0.81312;0.26196
synthetic;0;validation;0.0833;0.829;0.62675;0.58976;0.26432;0;0;0.4917;0.96014;0.27528
synthetic;0;training;0.0833;0.11041;0.28417;0.5168;0;0.430488312;0.42334;0.48114;0.46905;0.21
synthetic;1;training;0.0833;0.22987;1.647;0;0;0;0;1.36591;0.38584;0.1728
synthetic;0;training;0.0833;0.35904;1.647;1.462;0;1.003388213;0.35046;1.74974;0;1.27
synthetic;0;validation;0.0833;0.07592;0.7821;1.3677;0.75795;0.794597738;1.533;1.21437;0;0.95589
synthetic;0;training;0.0833;0.02057;0.222;0.5844;0;0.101955842;0.37128;0.43164;0.36822;0.26576
synthetic;0;training;0.0833;0.01199;0.88852;1.4726;0.17063;0.521453463;1.53252;0.72385;0;0.4293
synthetic;0;training;0.0833;0.0169;0.34983;0.98343;0.2847;0.051987533;0.48672;0.50784;1.239;0.2212
synthetic;0;validation;0.0833;0.01956;0.99036;0.98049;0;0.573189064;1.533;1.34521;0;0.33596
synthetic;0;training;0.0833;0.01111;1.11622;1.462;0;0.851915957;0.35112;1.18215;0;1.14576
synthetic;0;training;0.0833;0.02856;0.39627;1.462;0;0.240168486;0.9792;0.54432;0.88387;0.15552
synthetic;0;training;0.0833;0.829;1.647;1.462;0.2508;0.059365385;1.12384;0.60288;0;0.23184
synthetic;0;validation;0.0833;0.0171;0.20253;0.87984;0.28392;0.003589744;0.0576;0.45448;0.59946;0.25725
synthetic;0;training;0.0833;0.829;0.23236;1.13096;0;0.614647436;0;0.20664;1.239;1.1938
synthetic;0;training;0.0833;0.01304;0.15857;1.05452;0.07425;0.115301463;0.4394;0.29028;0.47277;0.29414
synthetic;0;training;0.0833;0.5362;1.01724;0.3952;0;0.023384615;0.01703;0.3564;0.88998;0.23532
synthetic;0;validation;0.0833;0.01085;1.67028;1.462;0.4015;0.58582308;0.403;1.615;0;0.89088
synthetic;0;training;0.0833;0.07616;1.30572;0;0.964;0.945;0.7821;1.615;0.53176;0
synthetic;0;training;0.0833;0.829;1.10538;1.33;0.28223;0;0;1.29068;1.898;0
synthetic;0;training;0.0833;0.27416;0.26376;1.462;0;0.364645451;0.048;0.19024;0;0.736
synthetic;0;validation;0.0833;0.02189;0.5599;0;0.09264;0.428840722;1.1024;0.5256;0.26442;0.29458
synthetic;0;training;0.0833;0.00804;0.33744;0.86496;0.964;1.434768847;0.05124;0.7943;0.45114;1.27
synthetic;0;training;0.0833;0.0162;0.97595;0.59488;0.30222;0.04111259;0.57456;1.615;0.6853;0.30968
synthetic;0;training;0.0833;0.26334;0.57856;1.79726;0.258;0.46513607;0.2921;1.08367;0;0.21774
synthetic;0;validation;0.0833;0.7392;0.6327;0.98287;0.28672;0.020057692;0.59265;0.3648;1.239;0.23236
synthetic;0;training;0.0833;0.57447;1.647;1.462;0.34364;0;0;1.615;0;0.3938
synthetic;0;training;0.0833;0.01035;0.22211;0.864;0.441;0.034282051;0.02;0.29997;0.2025;0.237
synthetic;0;training;0.0833;0.0199;0;1.462;0;1.20002426;0.21091;1.2978;0.0105;1.27
synthetic;0;validation;0.0833;1.21346;1.647;0.724;0;0;0;0.98112;0;0.15943
synthetic;0;training;0.125;0.2565;1.1055;1.462;0;0;0;1.59555;0;1.08519
synthetic;1;training;0.125;0.0169;1.647;0;0;1.20002426;1.533;1.615;0;0
synthetic;1;training;0.125;0.30012;1.647;0.89364;0.964;0;0;1.40844;0;0
synthetic;0;validation;0.125;0.34272;1.647;1.06281;0.964;0.804159502;2.02664;1.615;0;1.27
synthetic;0;training;0.125;0.0897;1.00553;1.57628;0;0.483192913;1.533;0.65469;0.21888;0.77914
synthetic;0;training;0.125;0.4026;1.08474;0.51824;0.35802;0.107187894;0.87414;0.205;0.17097;0.22518
synthetic;1;training;0.125;1.11296;1.647;0.8124;0;0;0;1.615;0.8262;0.13706
synthetic;0;validation;0.125;0.2975;1.647;0.68552;0;0.005622345;0.38236;0.459;0;0.3255
synthetic;0;training;0.125;0.01452;1.2816;0;0.08832;0;0;1.13984;0;0.40044
synthetic;0;training;0.125;0.819;0.89268;0.5355;0.24505;0.065105769;0.056;0.552;1.02837;0.24768
synthetic;0;training;0.125;0.18018;0.23236;0;0.171;0.434427012;1.533;0.37523;0;0.33335
synthetic;0;validation;0.125;0.0515;0.76941;0.36504;0.964;0.125322728;0.34034;1.615;0;0.25122
synthetic;0;training;0.125;0.00618;0.48042;0.60288;0.32076;0.21;0.85547;0.5508;0.22272;0.297
synthetic;0;training;0.125;0.25862;0;0.35568;0;0;0;0.38016;0.5425;0.2385
synthetic;0;training;0.125;0.0128;0.31086;1.02237;0;0.03820358;0.31536;0.27224;0.29796;0.21756
synthetic;0;validation;0.125;0.41958;0.91656;0.52128;0;0.102307692;0;0.30628;0.5301;0.22344
synthetic;0;training;0.125;0.44114;0.87984;1.46496;0.964;1.20002426;0.68359;0.84525;0.22792;1.27
synthetic;0;training;0.125;0.19602;0.74814;0.31312;0.34048;0.026628428;0.25025;0.3696;0.4524;0.20424
synthetic;0;training;0.125;0.64185;0.69264;0.4712;0.41888;0.016826923;0.71154;0.6501;0.68728;0.222
synthetic;0;validation;0.125;0.829;0.75755;0.33744;0.43904;0;0;0.5907;1.239;0.28564
synthetic;0;training;0.125;0.1159;0.31243;0.37088;0;0.396775372;0.52397;0.43659;0.4012;0.204
synthetic;1;training;0.125;0.20091;1.647;0;0;0;0;1.63293;0.66409;0.1467
synthetic;0;training;0.125;0.62656;1.16051;1.462;0;1.025936262;0.396;1.7694;0;1.27
synthetic;0;validation;0.125;0.0728;0.96696;1.3968;0.87531;0.609807566;1.533;1.15875;0;0.58695
synthetic;0;training;0.125;0.01606;0.20868;0.67206;0;0.097685441;0.38064;0.43491;0.5776;0.23254
synthetic;0;training;0.125;0.01386;0.89768;1.462;0.18193;0.54219309;0.98298;0.67248;0;0.3321
synthetic;0;training;0.125;0.02301;0.54119;1.01688;0.32631;0.038460165;0.46176;0.57408;1.29168;0.17064
synthetic;0;validation;0.125;0.02304;1.02704;1.0005;0;0.452051169;1.533;1.20581;0;0.23608
synthetic;0;training;0.125;0.02167;1.12455;1.494;0;1.073843643;0.31647;1.615;0;0.80073
synthetic;0;training;0.125;0.01819;0.51282;1.5721;0;0.453918438;0.7956;0.57024;0.96755;0.16848
synthetic;0;training;0.125;0.94674;1.647;1.462;0.15808;0.07875;1.533;0.56049;0;0.25488
synthetic;0;validation;0.125;0.01314;0.18683;0.70265;0.26208;0.005096154;0.0492;0.29146;0.60255;0.23373
synthetic;0;training;0.125;0.829;0.31243;1.1394;0;0.748974359;0;0.27224;1.42848;1.23825
synthetic;0;training;0.125;0.0144;0.20567;1.13168;0.06165;0.10168318;0.53404;0.23452;0.44187;0.21774
synthetic;0;training;0.125;0.6511;0.87711;0.46208;0;0.022471154;0.02184;0.4983;0.90465;0.24864
synthetic;0;validation;0.125;0.00994;1.17638;1.462;0.396;0.603155124;0.4123;1.615;0;0.46864
synthetic;1;training;0.125;0.06888;1.63215;0;0.964;0.695;0.79632;1.615;0.36125;0
synthetic;1;training;0.125;0.93686;1.23354;1.462;0.17238;0;0;1.06245;1.239;0
synthetic;0;training;0.125;0.25392;0.30301;1.07996;0;0.366753228;0.03232;0.24764;0;0.532
synthetic;0;validation;0.125;0.01749;0.92129;0;0.06;0.353503838;0.77168;0.5796;0.24102;0.2884
synthetic;0;training;0.125;0.01128;0.29082;0.98464;0.964;1.20002426;0.04508;0.87373;0.48513;1.78868
synthetic;0;training;0.125;0.01584;1.4006;0.40222;0.33288;0.038725407;0.6783;1.615;0.60075;0.17222
synthetic;0;training;0.125;0.45045;0.57856;2.28966;0.1665;0.470391845;0.4002;1.05994;0;0.21965
synthetic;0;validation;0.125;0.829;0.38628;0.79073;0.31584;0.016961538;0.78581;0.58672;1.239;0.18056
synthetic;0;training;0.125;0.829;1.647;1.462;0.28556;0;0;1.615;0;0.46898
synthetic;0;training;0.125;0.01593;0.2505;1.128;0.45;0.026384615;0.0232;0.31779;0.3078;0.1635
synthetic;0;training;0.125;0.0165;0;1.00914;0;1.324035998;0.18998;1.615;0.0161;1.1988
synthetic;0;validation;0.125;0.829;1.647;1.18012;0;0;0;1.55928;0;0.19519
synthetic;0;training;0.0833;0.20007;0.96957;1.21905;0.21;0.319002628;0.61766;0.51898;0.43005;0.27816
synthetic;0;training;0.0833;0.0157;0.81498;0.798;0.13332;0.33418123;0.84864;0.98592;0.02499;0.23595
synthetic;0;training;0.0833;0.45843;1.647;0;0;0.242101248;1.04076;1.615;0.16554;0.21186
synthetic;0;validation;0.0833;0.46512;1.45488;1.34332;0.2013;0.184282225;0.70296;1.36721;0.0356;0.16585
synthetic;0;training;0.0833;0.1311;0.62629;1.07061;0.10434;0.305529778;1.1418;0.53746;0.20824;0.27702
synthetic;0;training;0.0833;0.37332;1.12512;0.54776;0.00432;0.048433514;0.19162;0.5055;0.55165;0.1596
synthetic;0;training;0.0833;0.3156;1.24785;0.286;0.30378;0.156286783;0.76464;0.60098;0.414;0.1554
synthetic;0;validation;0.0833;0.46;1.07787;0.9262;1.12948;1.20002426;0.6156;0.3025;0.28558;1.27
synthetic;0;training;0.0833;0.01892;1.05014;1.51184;0;0;0;1.14069;0.52662;0.26784
synthetic;0;training;0.0833;0.20453;0.50076;0.37696;0;0.024480769;0.01521;0.6237;0.25168;0.15244
synthetic;0;training;0.0833;0.14287;0.21038;0.32148;0;0.164412808;0.28067;0.43498;0.43524;0.4248
synthetic;0;validation;0.0833;0.055;0.8745;0.8901;0;0.038067762;0.1074;0.57964;0.73224;0.24624
synthetic;0;training;0.0833;0.00852;1.1352;1.2672;0;0.264920652;0.27863;1.127;0.30784;0.42532
synthetic;0;training;0.0833;0.18626;0;0.44688;0;0.139289425;0.35778;0.56727;0.525;0.273
synthetic;0;training;0.0833;0.0139;0.57776;0.79335;0.0066;0.136652857;0.14586;0.45495;0.94752;0.20368
synthetic;0;validation;0.0833;0.26936;0.96015;0.34112;0.36096;0.032846154;0;0.54594;0.56848;0.2128
synthetic;0;training;0.0833;0.4669;0.66768;1.00716;0;0.206999279;0.37129;1.15;0.25102;0.2883
synthetic;0;training;0.0833;0.2187;0.91416;1.462;0.07326;0.030666446;0.16445;0.337;0.481;0.20216
synthetic;0;training;0.0833;0.37682;0.47268;0.46512;0.17064;0.523155556;0;0.5544;0.35154;0.23532
synthetic;0;validation;0.0833;0.36505;1.07365;0.55632;0;0;0;0.6204;0.30058;0.1998
synthetic;1;training;0.0833;0.08357;0.4082;0.77812;0.25245;0.250098736;1.2342;0.67462;0.50868;0
synthetic;0;training;0.0833;0.28779;1.12608;0.288;0;0.235576923;1.08878;0.5771;0.2907;0.15244
synthetic;0;training;0.0833;0.47656;1.248;1.8216;0.69692;0.508676911;0.17226;0.85253;0.03077;1.6836
synthetic;0;validation;0.0833;0.07852;0.5518;1.462;0.12784;0.30715457;1.533;0.31122;0.20416;0.20824
synthetic;0;training;0.0833;0.02112;0.10752;0.60098;0.03627;0.118841323;0.88264;0.32648;0.19431;0.26718
synthetic;0;training;0.0833;0.011;0.45756;1.37104;0;0.293520031;1.35696;0.43632;0.43206;0.28375
synthetic;0;training;0.0833;0.02041;0.49104;0.792;0.23226;0.037521876;0.16445;0.4983;1.239;0.29008
synthetic;0;validation;0.0833;0.02256;0.6477;0.4408;0;0.026628428;0.21736;0.4257;0.23738;0.19536
synthetic;0;training;0.0833;0.02035;0.69088;1.84445;0.03072;0.297084576;0.32518;0.767;0.0306;0.27378
synthetic;0;training;0.0833;0.02023;0.19706;1.462;0;0.49494659;1.32172;0.64874;0.64206;0.15392
synthetic;0;training;0.0833;0.33264;1.49721;1.462;0;0.017634615;0.823;0.46492;0.19398;0.25752
synthetic;0;validation;0.0833;0.00945;0.40176;0.8359;0.0616;0.028814103;0.03553;0.24272;0.009;0.2368
synthetic;0;training;0.0833;0.3663;0.22608;1.4896;0.15678;0.389653846;0;0.1804;0.17969;0.2442
synthetic;0;training;0.0833;0.01024;0.18526;1.24742;0.10864;0;0;0.30668;0.45423;0.18648
synthetic;0;training;0.0833;0.33488;1.03281;0.48032;0;0.032519231;0.01417;0.6402;0.27324;0.1776
synthetic;0;validation;0.0833;0.00854;0.40284;0.83174;0.92344;0.123685849;0.51436;0.31458;0.236;0.23616
synthetic;0;training;0.0833;0.09296;0.9971;0;0.18012;0.57;0.83898;0.68058;0.54332;0.20868
synthetic;0;training;0.0833;0.49068;0.69774;0.346;0.03128;0;0;0.88971;0.27048;0.1628
synthetic;0;training;0.0833;0.3885;0.4396;1.462;0.18012;0.161126567;0.01872;0.65378;0.16128;0.1914
synthetic;0;validation;0.0833;0.01782;0.5246;0.6363;0;0.3528713;0.4381;0.37392;0.2771;0.27676
synthetic;0;training;0.0833;0.01098;0.222;0.79285;0;0.910421048;0.03915;1.26918;0.45724;1.32768
synthetic;0;training;0.0833;0.01716;0.57815;1.014;0;0.061099731;0.1194;0.4587;1.1001;0.1998
synthetic;0;training;0.0833;0.34188;1.06665;1.11585;0.044;0.437008239;0.391;0.48528;0.84056;0.24016
synthetic;0;validation;0.0833;0.29694;0.70702;1.462;0.3458;0.049673077;0.95445;1.3846;1.1712;0.20016
synthetic;0;training;0.0833;0.33222;0.9483;0.41736;0;0.143668037;0.95125;0.78971;0.13837;0.31262
synthetic;0;training;0.0833;0.01332;0.50949;0.7568;0;0.053128205;0.0704;0.59841;0.13375;0.16936
synthetic;0;training;0.0833;0.0172;0;1.462;0;0.121896038;0.30107;1.615;0.0132;0.1991
synthetic;0;validation;0.0833;0.2958;0.52884;0.79051;0;0.014942308;1.18188;0.4719;0.3762;0.24124
synthetic;0;training;0.125;0.17613;0.73143;1.2771;0.1722;0.420149803;0.53438;0.67063;0.31725;0.1976
synthetic;0;training;0.125;0.0133;1.58202;0.61104;0.15576;0.270957754;0.8568;1.22608;0.03043;0.1683
synthetic;0;training;0.125;0.39109;1.647;0;0;0.230951848;0.80004;1.6337;0.13706;0.28512
synthetic;0;validation;0.125;0.3366;1.57612;1.462;0.29865;0.148843336;0.64842;1.52092;0.021;0.21545
synthetic;0;training;0.125;0.10143;0.47069;1.38252;0.09776;0.364664574;0.9688;0.5235;0.27816;0.19602
synthetic;0;training;0.125;0.28792;1.00206;0.50512;0.00796;0.024338449;0.18018;0.47854;0.41595;0.19304
synthetic;0;training;0.125;0.4208;1.07865;0.208;0.43326;0.253438026;1.29564;0.40596;0.36639;0.1924
synthetic;0;validation;0.125;0.3925;0.75392;1.18722;0.964;1.742588374;1.026;0.285;0.28122;1.27
synthetic;0;training;0.125;0.01529;0.88281;1.65787;0;0;0;1.22968;0.71526;0.26928
synthetic;0;training;0.125;0.32399;0.71604;0.55936;0;0.027951923;0.0156;0.4983;0.22176;0.29008
synthetic;0;training;0.125;0.14196;0.2355;0.52734;0;0.258591019;0.30498;0.24378;0.44082;0.3864
synthetic;0;validation;0.125;0.0885;1.3674;1.05135;0;0.04644267;0.0612;0.53246;0.8588;0.23712
synthetic;0;training;0.125;0.00654;1.0692;0.7458;0;0.230956466;0.1788;1.10975;0.49432;0.62769
synthetic;0;training;0.125;0.17688;0;0.54416;0;0.131677981;0.51264;0.33264;0.5705;0.2415
synthetic;0;training;0.125;0.0116;0.43018;0.9546;0.0052;0.076867232;0.12558;0.36396;0.8742;0.2812
synthetic;0;validation;0.125;0.33306;0.76812;0.33784;0.44032;0.035269231;0;0.64704;0.32528;0.24472
synthetic;0;training;0.125;0.42504;1.16064;1.462;0;0.165816177;0.43028;1.04075;0.2926;0.2418
synthetic;0;training;0.125;0.23814;0.89072;0.87567;0.08118;0.037967981;0.20592;0.51224;0.468;0.25992
synthetic;0;training;0.125;0.33369;0.68328;0.58368;0.18644;0.3874;0;0.3663;0.35526;0.19832
synthetic;0;validation;0.125;0.3822;0.89925;0.40128;0;0;0;0.5214;0.36838;0.22792
synthetic;1;training;0.125;0.08113;0.35482;0.55977;0.20385;0.238329384;0.94996;0.57987;0.5832;0
synthetic;0;training;0.125;0.33847;0.92736;0.228;0;0.203269231;0.72821;0.50944;0.19431;0.2294
synthetic;0;training;0.125;0.46368;0.78624;1.462;0.964;0.334101403;0.1089;0.65382;0.02482;1.27
synthetic;0;validation;0.125;0.0988;0.38092;0.96163;0.14852;0.4217281;1.0672;0.40261;0.20764;0.16568
synthetic;0;training;0.125;0.01474;0.08288;0.57078;0.05518;0.106796595;0.68145;0.30952;0.15113;0.23944
synthetic;0;training;0.125;0.01287;0.57195;1.462;0;0.32341559;1.3878;0.76464;0.63293;0.32461
synthetic;0;training;0.125;0.01963;0.30256;0.948;0.17854;0.045510405;0.21164;0.5049;1.239;0.28416
synthetic;0;validation;0.125;0.0192;0.49911;0.38304;0;0.034616957;0.14586;0.4686;0.2822;0.24716
synthetic;0;training;0.125;0.01507;0.58208;1.11664;0.04392;0.359084835;0.43052;1.31924;0.02584;0.28512
synthetic;0;training;0.125;0.02754;0.21543;1.462;0;0.257372227;1.36324;0.64476;0.5481;0.27528
synthetic;0;training;0.125;0.4884;1.96836;1.462;0;0.014403846;1.47317;0.38704;0.23973;0.19092
synthetic;0;validation;0.125;0.01431;0.30504;1.23456;0.07392;0.032717949;0.02869;0.1804;0.01467;0.29304
synthetic;0;training;0.125;0.30414;0.27789;1.462;0.18492;0.366038462;0;0.27388;0.17516;0.21164
synthetic;0;training;0.125;0.01008;0.27318;0.77803;0.10136;0;0;0.17384;0.61491;0.23236
synthetic;0;training;0.125;0.36036;0.93939;0.34656;0;0.034528846;0.01417;0.3333;0.34848;0.27824
synthetic;0;validation;0.125;0.00784;0.71616;0.74948;0.8092;0.135733172;0.56672;0.3822;0.46492;0.16848
synthetic;0;training;0.125;0.07224;1.647;0;0.17538;0.895;0.90297;0.6368;0.35258;0.25752
synthetic;0;training;0.125;0.522;0.50526;0.276;0.046;0;0;0.96543;0.25088;0.19388
synthetic;0;training;0.125;0.26418;0.60916;1.462;0.23384;0.138643791;0.02352;0.43473;0.14742;0.16356
synthetic;0;validation;0.125;0.01452;0.5805;0.68175;0;0.3528713;0.39766;0.35872;0.2465;0.22348
synthetic;0;training;0.125;0.01026;0.18648;0.64135;0;1.20002426;0.04292;0.73074;0.53676;1.27
synthetic;0;training;0.125;0.01752;0.54831;1.032;0;0.05468803;0.0762;0.5742;1.1286;0.18056
synthetic;0;training;0.125;0.33957;0.74392;0.79335;0.05;0.293218431;0.2392;0.4044;0.75208;0.28728
synthetic;0;validation;0.125;0.38514;1.01384;1.64478;0.41249;0.056942308;0.66155;1.16725;0.86376;0.22464
synthetic;0;training;0.125;0.26668;0.6758;0.30174;0;0.193734172;1.43829;0.58851;0.19594;0.27608
synthetic;0;training;0.125;0.00909;0.63603;0.71552;0;0.045589744;0.0652;0.51012;0.18404;0.15038
synthetic;0;training;0.125;0.0185;0;1.45692;0;0.124072753;0.16905;1.615;0.0124;0.20815
synthetic;0;validation;0.125;0.43605;0.8424;0.982;0;0.016288462;0.6633;0.5346;0.3306;0.23532
synthetic;0;training;0.0833;0.30609;0.48256;1.462;0.90517;0.247271203;0.42681;0.8814;0.2322;0.12319
synthetic;1;training;0.0833;0.018;0.99026;0.88008;0;0.325318232;0.49385;1.73328;0.01628;0.18419
synthetic;0;training;0.0833;0.39109;1.647;1.9;0;0.178062721;0.75048;1.3702;0.14329;0.22494
synthetic;0;validation;0.0833;0.57222;1.26436;1.462;0.21147;0.197984572;0.61812;0.86563;0.0334;0.38009
synthetic;0;training;0.0833;0.08349;0.71688;0.31106;0;0.26364272;0.56704;0.34176;0.17024;0.23595
synthetic;0;training;0.0833;0.3172;0.7878;0.4592;0;0.312650119;1.533;0.27552;0.20572;0.16872
synthetic;0;training;0.0833;0.46025;0.7473;0.256;0;0.259069982;0.75048;0.56516;0.21321;0.22792
synthetic;0;validation;0.0833;0.26772;0.70305;1.25356;0;0.735066667;0;0.3725;0.3876;1.27
synthetic;0;training;0.0833;0.01265;0.73296;1.35324;0;0;0;0;0.1694;1.27
synthetic;0;training;0.0833;0.26969;0.80496;0.35568;0.4634;0.019548077;0.02314;0.6501;0.23056;0.15392
synthetic;0;training;0.0833;0.12194;0.5495;0.3344;0;0.121706451;0.13104;0.40095;0.39198;0.1875
synthetic;0;validation;0.0833;0.098;0.85965;1.1704;0;0.080592424;0.08004;0.552;0.66859;0.21754
synthetic;0;training;0.0833;0.00858;0.63731;1.11056;0;0.26944921;0.15496;1.0582;0.633;0.22052
synthetic;0;training;0.0833;0.19698;0;0.58064;0.09372;0.111888227;0.4806;0.54648;0.511;0.2205
synthetic;0;training;0.0833;0.0193;0.18055;1.15097;0;0.028168162;0.1406;0.16564;0.24257;0.15836
synthetic;0;validation;0.0833;0.34034;0.85116;0.39032;0;0.033115385;0;0.50887;0.608;0.26448
synthetic;0;training;0.0833;0.42504;1.11072;1.526;0;0.189270989;0.64542;0.69;0.28182;0.22528
synthetic;0;training;0.0833;0.18144;0.60358;1.462;0;0.484987735;0.47539;0.54594;0.4836;0.28272
synthetic;0;training;0.0833;0.39952;0.87048;0.60496;0.63552;0.473488889;0;0.528;0.34782;0.19388
synthetic;0;validation;0.0833;0.43365;0.763;0.48336;0;0;0;0.3333;0.24634;0.15984
synthetic;0;training;0.0833;0.11346;0.2041;0.34656;0.13002;0.146900869;0.44589;0.38313;0.41595;0.234
synthetic;0;training;0.0833;0.10425;2.0163;1.462;0;0.426650535;1.3825;1.615;0.0338;0.12928
synthetic;0;training;0.0833;0.36708;0.99216;2.31495;0.964;0.317884309;0.19404;1.23072;0.02567;1.7862
synthetic;0;validation;0.0833;0.06136;0.36312;1.23395;0.12032;0.36907299;1.46294;0.27417;0.1682;0.152
synthetic;0;training;0.0833;0.01727;0.08792;0.3322;0.03132;0.111614486;0.70741;0.36888;0.21463;0.27448
synthetic;0;training;0.0833;0.01474;0.7398;0.8766;0.16008;0.35966928;0.2507;0.3924;0.47754;0.2992
synthetic;0;training;0.0833;0.01308;0.6156;0.62685;0.01057;0.041023707;0.29792;0.52992;0.1278;0.28224
synthetic;0;validation;0.0833;0.01276;1.54755;0.72072;0.00745;0.406147275;0.3864;0.43056;1.07793;0.15943
synthetic;0;training;0.0833;0.02754;0.30728;1.462;0;0.358836278;0.71276;0.54128;0.6786;0.19536
synthetic;0;training;0.0833;0.39072;1.7799;2.4453;0;0.025173077;1.53078;0.34456;0.23973;0.148
synthetic;0;training;0.0833;0.01692;0.3968;1.1094;0.00596;0.043717949;0.0276;0.48191;0.79024;0.29336
synthetic;0;validation;0.0833;0.34188;0.21038;1.23823;0.02288;0.240089744;0;0.25912;0.15402;0.26196
synthetic;0;training;0.0833;0.01528;0.38308;0.98685;0.0405;0.098211164;0.33108;0.46843;0.30976;0.24624
synthetic;0;training;0.0833;0.2366;0.63551;0.4914;0.01169;0.1175;0.04256;0.41584;0.28638;0.1937
